M,K,V,alpha,beta,gamma
2206,4,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,4,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,5,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,6,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,7,7074,0.10000,0.01000,1.00000
2206,8,7074,0.10000,0.01000,1.00000
2206,8,7074,0.10000,0.01000,1.00000
2206,8,7074,0.10000,0.01000,1.00000
2206,8,7074,0.10000,0.01000,1.00000
2206,8,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,9,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,10,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,11,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,12,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,13,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,15,7074,0.10000,0.01000,1.00000
2206,15,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,14,7074,0.10000,0.01000,1.00000
2206,15,7074,0.10000,0.01000,1.00000
2206,15,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,16,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,17,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,18,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,19,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,20,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,22,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
2206,21,7074,0.10000,0.01000,1.00000
